Id,SalePrice
1461,118974.39559385304
1462,153925.07628216618
1463,168201.44260419495
1464,186431.08818269442
1465,192392.1292933191
1466,173891.81404765035
1467,176565.02926315521
1468,160078.37964700285
1469,205609.77011592215
1470,122171.39509699133
1471,183629.66747114208
1472,100192.10050673143
1473,93478.74059950566
1474,146034.14601421665
1475,110585.75487223631
1476,358502.8938660855
1477,250387.42587800376
1478,318793.96414732106
1479,304342.10573468934
1480,439758.19127705647
1481,307895.4760941838
1482,213326.22199772738
1483,175086.02154876426
1484,168130.25201510932
1485,201111.3190639757
1486,201008.1689943045
1487,322012.68608282664
1488,239785.79369067115
1489,188750.7314211716
1490,246129.41837369837
1491,203963.2256172563
1492,96798.74307912934
1493,212164.78515632945
1494,302744.83775178005
1495,287833.89054504794
1496,237923.3017077301
1497,171087.4253449798
1498,158709.4736652868
1499,155778.09116553364
1500,149723.7234426441
1501,180485.40446957544
1502,143311.22025486882
1503,271012.37507515366
1504,237574.68307994396
1505,219745.8996528995
1506,190645.24467294168
1507,243619.84247525432
1508,189524.02442546372
1509,159081.74932281856
1510,145044.64893437817
1511,146301.9358445218
1512,178032.15798565213
1513,162853.0666321646
1514,154139.55946427642
1515,197007.74797730913
1516,162947.03469141552
1517,168971.67642932408
1518,121951.42534331467
1519,212764.89724609122
1520,126422.80138652911
1521,124214.67420440336
1522,186043.7504232329
1523,99878.65285766094
1524,118188.9924542916
1525,113393.0114168278
1526,99802.20993250894
1527,90823.39260607901
1528,145899.84256571607
1529,135877.72596704378
1530,224282.54084262712
1531,127198.89766393126
1532,113495.20908606294
1533,159908.1841778465
1534,125563.60963844696
1535,154728.76839038776
1536,102196.61959048871
1537,40421.3719927358
1538,166093.14477219337
1539,206068.10108386682
1540,126828.74069539088
1541,131056.32864445957
1542,146900.160889421
1543,186770.67024230972
1544,98337.25840525774
1545,131439.6015408864
1546,142166.10977461998
1547,143671.91282110818
1548,147476.98337110627
1549,121680.12505361391
1550,147005.88670594792
1551,123894.95179473965
1552,153400.07413395852
1553,157569.23146415513
1554,118672.59251516833
1555,161489.16590255755
1556,85859.55968924641
1557,100912.87965979075
1558,100850.11216005804
1559,89631.44110899905
1560,136663.40474368795
1561,132172.81319004344
1562,132508.0419019587
1563,116186.10669002538
1564,150112.86696358092
1565,146615.10005238774
1566,245420.91392245953
1567,77036.99688645183
1568,231900.2084697782
1569,116461.47213629715
1570,143468.35046331366
1571,94542.90585287275
1572,145705.09543229744
1573,240013.8873410041
1574,117180.10659727977
1575,246423.55469545844
1576,238331.14598721714
1577,178199.89589698706
1578,140389.47376466336
1579,123686.68953135976
1580,187953.16433341987
1581,155508.29710770084
1582,138402.6564909324
1583,271089.8091877371
1584,229131.95081734622
1585,152367.13963559252
1586,54794.35357776258
1587,105939.07491019074
1588,163251.22946644755
1589,97808.59819055948
1590,132719.967982549
1591,87429.06707295486
1592,122229.16467486182
1593,139349.17999015644
1594,160973.29813907229
1595,118275.41646009054
1596,230771.96752154722
1597,184577.27825992048
1598,218753.9360394457
1599,212507.10760542162
1600,185076.93582079766
1601,39340.77738526999
1602,119211.7757525146
1603,86569.97386805771
1604,290935.0145572827
1605,240258.21798491818
1606,155952.2671561285
1607,162820.41776386698
1608,212192.57362982084
1609,182949.44669666173
1610,148117.56821941386
1611,135869.74169562774
1612,186550.78106718176
1613,158953.0895812962
1614,146581.2344715795
1615,83225.8253721266
1616,66159.79656202078
1617,79802.22241887971
1618,113675.68801765998
1619,156071.48906238226
1620,155945.83000749486
1621,132695.3403902282
1622,158898.8256974814
1623,263370.2779693818
1624,206932.55011153207
1625,111593.5271701742
1626,181369.88186670578
1627,178242.75202735647
1628,290858.3743236888
1629,185381.67434684484
1630,313876.86248108844
1631,212329.5049578523
1632,221475.65830371276
1633,188898.26538716533
1634,185814.57907791398
1635,178993.09336118252
1636,154349.9461975652
1637,188336.80190110914
1638,204904.55584648642
1639,183940.69410753032
1640,252330.2281817796
1641,183122.6616636686
1642,252387.9491273251
1643,225264.3485663092
1644,227110.51197278267
1645,217427.52154002356
1646,164590.05986862615
1647,159798.0023702466
1648,127838.2894606272
1649,134805.83525103462
1650,114668.34390754673
1651,115989.84198821867
1652,104299.41589696056
1653,108221.44848659885
1654,147802.7742610016
1655,136445.16943597342
1656,134723.83433827342
1657,147995.17868299413
1658,150310.5630724085
1659,122850.37161611063
1660,145841.5913578472
1661,402705.1090118878
1662,373135.6691138799
1663,365097.3686909346
1664,447155.655452041
1665,327966.76464140625
1666,328145.7052600615
1667,363778.5006336008
1668,348550.4255350296
1669,320966.9701772034
1670,349943.19787886925
1671,261666.8614188381
1672,391717.99211282714
1673,294495.9343431316
1674,251082.7585006738
1675,199937.72356603848
1676,197573.99338413082
1677,213410.4311233271
1678,436008.8709873464
1679,372833.98615544953
1680,326903.7032067969
1681,284009.01111001585
1682,322112.8947352636
1683,196176.01589234328
1684,186425.69025883925
1685,181907.0847932021
1686,173138.56713059315
1687,192198.14991317427
1688,196447.42236525196
1689,203218.7492823486
1690,199499.1180727516
1691,190053.76247474208
1692,275887.82485017454
1693,191195.0218630107
1694,176344.18926747635
1695,174958.63644068898
1696,265955.95925183827
1697,183303.32041333185
1698,332817.77528297144
1699,307015.83583542437
1700,266243.3236148792
1701,280699.1044129168
1702,244390.59325845973
1703,245938.07621824983
1704,265920.9318999598
1705,257188.31555130385
1706,397466.7346045831
1707,229042.70720175054
1708,200432.85983893427
1709,254198.73349036628
1710,214073.77802334834
1711,276862.4939927402
1712,249371.54197495885
1713,269122.1658900755
1714,218417.71490887532
1715,205582.61722082982
1716,182362.71848241903
1717,180970.08747911407
1718,140463.70453122118
1719,225096.6637565771
1720,248959.07367477682
1721,176792.72771188995
1722,132067.44886218564
1723,156993.25950643426
1724,207800.2926781563
1725,236188.97026748938
1726,188323.09163319253
1727,146671.32987750482
1728,190733.03140197636
1729,161400.53066196735
1730,167808.18503785404
1731,130713.14426500152
1732,128304.93322704184
1733,109147.39528661317
1734,113987.95979408886
1735,142946.8357751708
1736,113445.8923901222
1737,298260.1815114474
1738,250445.82606706512
1739,269405.9775665676
1740,199260.161049795
1741,182681.74774892695
1742,169786.9904659495
1743,179584.6596894248
1744,319315.41979956394
1745,216868.86791324013
1746,244418.87510419125
1747,212425.17639538692
1748,236553.62392886495
1749,149640.98261706313
1750,147556.18588680506
1751,240282.0539539464
1752,110047.84312691109
1753,149990.3562896584
1754,207265.05116350675
1755,156102.30423322984
1756,124700.9699091898
1757,108999.33975364368
1758,154754.17005147913
1759,164172.87663380257
1760,170736.8755890816
1761,155034.61776230467
1762,191525.98338326847
1763,196928.63388670003
1764,111348.00017269512
1765,187234.7989631717
1766,189760.9901778948
1767,217874.83965198082
1768,148712.95858575794
1769,171174.76194687656
1770,156480.03026720736
1771,115814.84906045259
1772,135416.80552767072
1773,118214.97896897973
1774,135962.16418608202
1775,139413.97525393957
1776,133636.48642572947
1777,107608.73654061776
1778,142770.85134410317
1779,130004.67613030763
1780,186066.06816862785
1781,126358.91934555571
1782,69807.30023211312
1783,136815.2992228167
1784,88681.33187333203
1785,134775.50904954766
1786,146269.84072298254
1787,171176.91402079465
1788,58936.81514508996
1789,106782.57768054362
1790,45992.4952280166
1791,209607.72634001757
1792,163401.99054250115
1793,139347.07929896723
1794,169079.58497617004
1795,131798.34944230545
1796,157050.7645569621
1797,137443.744011588
1798,111835.56785898675
1799,104895.86466145935
1800,118572.05500551288
1801,117675.12525293975
1802,139051.45231763285
1803,165323.79579199164
1804,127982.20830349848
1805,141144.73241594053
1806,133341.90349624012
1807,161369.14929113153
1808,126432.42800677812
1809,122295.06517636513
1810,151346.53049298446
1811,94091.72228099559
1812,110921.25654722663
1813,127905.27476313942
1814,90566.02673089443
1815,36784.75130547845
1816,108133.3853865156
1817,111002.19858408601
1818,181752.0665116991
1819,141070.52273171523
1820,56081.82640960408
1821,117515.1588331515
1822,159529.75024482317
1823,38851.79724179438
1824,150032.54845123284
1825,141228.27537530672
1826,109248.91296184938
1827,101320.57998338561
1828,138069.5413486936
1829,154331.10395770424
1830,150187.51530734551
1831,148294.47562007338
1832,76844.49853804026
1833,152071.71105707018
1834,120285.05929763272
1835,126241.99925025049
1836,132079.74439277418
1837,77467.92943054126
1838,113357.30484910205
1839,102513.5412242053
1840,158186.1894305832
1841,119265.57478077273
1842,86221.18659539151
1843,128631.0313571354
1844,150066.31304374576
1845,153494.12064567444
1846,153947.6590782281
1847,170363.6507881788
1848,33545.71572706351
1849,120478.32878560293
1850,111232.67413470481
1851,135958.04096259203
1852,124603.2481460975
1853,127027.47241581931
1854,167621.28688443347
1855,151980.78241477412
1856,222228.52622393024
1857,138820.1429226629
1858,161535.55129269624
1859,114603.71621753027
1860,146219.2481187128
1861,115860.38278497722
1862,304031.9321325943
1863,302436.8469907486
1864,302451.9180199233
1865,351635.81731623947
1866,345231.9283721682
1867,225283.99287408515
1868,279866.37708458106
1869,207698.10140734137
1870,224969.27210433967
1871,270410.2401181352
1872,181922.30709079266
1873,232816.87269297888
1874,149520.03144395613
1875,194499.97646907592
1876,192240.53399835806
1877,206934.8467756083
1878,205674.27789945976
1879,125206.76469913809
1880,141312.99498925434
1881,233763.05151580702
1882,248889.5830268248
1883,189363.1462578697
1884,201699.6083142885
1885,251564.26257283016
1886,293924.9847042692
1887,221698.77130149354
1888,262203.3349124158
1889,174035.95151671855
1890,111892.01768605695
1891,144216.86823587288
1892,96404.19655928588
1893,131268.6006199529
1894,117669.99616659027
1895,130783.92978904623
1896,117263.43391911974
1897,106997.6159049322
1898,113396.5245093943
1899,169939.5952883936
1900,157949.65486355565
1901,173043.87560728294
1902,152568.5291374456
1903,227168.4871368757
1904,150985.39281313453
1905,205457.7422549115
1906,153236.64370235638
1907,213935.13504174544
1908,115896.98231519108
1909,152225.89764202072
1910,133408.04622368992
1911,228255.88920658728
1912,281176.39853072865
1913,160341.3230041238
1914,63297.81378419392
1915,325664.6856485474
1916,40425.16648902063
1917,246422.2536225664
1918,138938.68175048928
1919,164290.71766877477
1920,156068.41628202042
1921,370837.347445972
1922,335837.1568691293
1923,214211.05407249843
1924,217957.49008044202
1925,211037.58263873935
